subject,list,item,input,output,study,recall,repeat,intrusion,first_input,list length
3,9,26,27,,True,False,0,False,27,30.0
3,9,27,28,2.0,True,True,0,False,28,30.0
3,9,28,29,1.0,True,True,0,False,29,30.0
3,9,29,30,3.0,True,True,0,False,30,30.0
3,10,0,1,7.0,True,True,0,False,1,30.0
3,10,1,2,6.0,True,True,0,False,2,30.0
3,10,2,3,8.0,True,True,0,False,3,30.0
3,10,3,4,,True,False,0,False,4,30.0
3,10,4,5,9.0,True,True,0,False,5,30.0
3,10,5,6,,True,False,0,False,6,30.0
3,10,6,7,,True,False,0,False,7,30.0
3,10,7,8,,True,False,0,False,8,30.0
3,10,8,9,,True,False,0,False,9,30.0
3,10,9,10,,True,False,0,False,10,30.0
3,10,10,11,,True,False,0,False,11,30.0
3,10,11,12,,True,False,0,False,12,30.0
3,10,12,13,,True,False,0,False,13,30.0
3,10,13,14,,True,False,0,False,14,30.0
3,10,14,15,,True,False,0,False,15,30.0
3,10,15,16,,True,False,0,False,16,30.0
3,10,16,17,,True,False,0,False,17,30.0
3,10,17,18,,True,False,0,False,18,30.0
3,10,18,19,,True,False,0,False,19,30.0
3,10,19,20,,True,False,0,False,20,30.0
3,10,20,21,,True,False,0,False,21,30.0
3,10,21,22,,True,False,0,False,22,30.0
3,10,22,23,,True,False,0,False,23,30.0
3,10,23,24,,True,False,0,False,24,30.0
3,10,24,25,5.0,True,True,0,False,25,30.0
3,10,25,26,,True,False,0,False,26,30.0
3,10,26,27,2.0,True,True,0,False,27,30.0
3,10,27,28,3.0,True,True,0,False,28,30.0
3,10,28,29,4.0,True,True,0,False,29,30.0
3,10,29,30,1.0,True,True,0,False,30,30.0
3,11,0,1,1.0,True,True,0,False,1,30.0
3,11,1,2,,True,False,0,False,2,30.0
3,11,2,3,,True,False,0,False,3,30.0
3,11,3,4,,True,False,0,False,4,30.0
3,11,4,5,,True,False,0,False,5,30.0
3,11,5,6,,True,False,0,False,6,30.0
3,11,6,7,,True,False,0,False,7,30.0
3,11,7,8,,True,False,0,False,8,30.0
3,11,8,9,,True,False,0,False,9,30.0
3,11,9,10,,True,False,0,False,10,30.0
3,11,10,11,,True,False,0,False,11,30.0
3,11,11,12,,True,False,0,False,12,30.0
3,11,12,13,,True,False,0,False,13,30.0
3,11,13,14,,True,False,0,False,14,30.0
3,11,14,15,,True,False,0,False,15,30.0
3,11,15,16,,True,False,0,False,16,30.0
3,11,16,17,,True,False,0,False,17,30.0
3,11,17,18,,True,False,0,False,18,30.0
3,11,18,19,,True,False,0,False,19,30.0
3,11,19,20,,True,False,0,False,20,30.0
3,11,20,21,,True,False,0,False,21,30.0
3,11,21,22,,True,False,0,False,22,30.0
3,11,22,23,,True,False,0,False,23,30.0
3,11,23,24,,True,False,0,False,24,30.0
3,11,24,25,,True,False,0,False,25,30.0
3,11,25,26,5.0,True,True,0,False,26,30.0
3,11,26,27,3.0,True,True,0,False,27,30.0
3,11,27,28,,True,False,0,False,28,30.0
3,11,28,29,4.0,True,True,0,False,29,30.0
3,11,29,30,2.0,True,True,0,False,30,30.0
3,12,0,1,,True,False,0,False,1,30.0
3,12,1,2,,True,False,0,False,2,30.0
3,12,2,3,,True,False,0,False,3,30.0
3,12,3,4,,True,False,0,False,4,30.0
3,12,4,5,,True,False,0,False,5,30.0
3,12,5,6,,True,False,0,False,6,30.0
3,12,6,7,,True,False,0,False,7,30.0
3,12,7,8,,True,False,0,False,8,30.0
3,12,8,9,6.0,True,True,0,False,9,30.0
3,12,9,10,,True,False,0,False,10,30.0
3,12,10,11,,True,False,0,False,11,30.0
3,12,11,12,,True,False,0,False,12,30.0
3,12,12,13,,True,False,0,False,13,30.0
3,12,13,14,5.0,True,True,0,False,14,30.0
3,12,14,15,2.0,True,True,0,False,15,30.0
3,12,15,16,,True,False,0,False,16,30.0
3,12,16,17,,True,False,0,False,17,30.0
3,12,17,18,,True,False,0,False,18,30.0
3,12,18,19,,True,False,0,False,19,30.0
3,12,19,20,,True,False,0,False,20,30.0
3,12,20,21,7.0,True,True,0,False,21,30.0
3,12,21,22,,True,False,0,False,22,30.0
3,12,22,23,,True,False,0,False,23,30.0
3,12,23,24,,True,False,0,False,24,30.0
3,12,24,25,,True,False,0,False,25,30.0
3,12,25,26,,True,False,0,False,26,30.0
3,12,26,27,,True,False,0,False,27,30.0
3,12,27,28,3.0,True,True,0,False,28,30.0
3,12,28,29,1.0,True,True,0,False,29,30.0
3,12,29,30,4.0,True,True,0,False,30,30.0
3,13,0,1,,True,False,0,False,1,30.0
3,13,1,2,,True,False,0,False,2,30.0
3,13,2,3,,True,False,0,False,3,30.0
3,13,3,4,,True,False,0,False,4,30.0
3,13,4,5,,True,False,0,False,5,30.0
3,13,5,6,,True,False,0,False,6,30.0
3,13,6,7,,True,False,0,False,7,30.0
3,13,7,8,,True,False,0,False,8,30.0
3,13,8,9,,True,False,0,False,9,30.0
3,13,9,10,,True,False,0,False,10,30.0
3,13,10,11,,True,False,0,False,11,30.0
3,13,11,12,,True,False,0,False,12,30.0
3,13,12,13,,True,False,0,False,13,30.0
3,13,13,14,,True,False,0,False,14,30.0
3,13,14,15,,True,False,0,False,15,30.0
3,13,15,16,,True,False,0,False,16,30.0
3,13,16,17,,True,False,0,False,17,30.0
3,13,17,18,,True,False,0,False,18,30.0
3,13,18,19,,True,False,0,False,19,30.0
3,13,19,20,,True,False,0,False,20,30.0
3,13,20,21,,True,False,0,False,21,30.0
3,13,21,22,,True,False,0,False,22,30.0
3,13,22,23,7.0,True,True,0,False,23,30.0
3,13,23,24,,True,False,0,False,24,30.0
3,13,24,25,3.0,True,True,0,False,25,30.0
3,13,25,26,4.0,True,True,0,False,26,30.0
3,13,26,27,5.0,True,True,0,False,27,30.0
3,13,27,28,6.0,True,True,0,False,28,30.0
3,13,28,29,1.0,True,True,0,False,29,30.0
3,13,29,30,2.0,True,True,0,False,30,30.0
3,14,0,1,,True,False,0,False,1,30.0
3,14,1,2,,True,False,0,False,2,30.0
3,14,2,3,,True,False,0,False,3,30.0
3,14,3,4,,True,False,0,False,4,30.0
3,14,4,5,9.0,True,True,0,False,5,30.0
3,14,5,6,,True,False,0,False,6,30.0
3,14,6,7,,True,False,0,False,7,30.0
3,14,7,8,,True,False,0,False,8,30.0
3,14,8,9,,True,False,0,False,9,30.0
3,14,9,10,,True,False,0,False,10,30.0
3,14,10,11,,True,False,0,False,11,30.0
3,14,11,12,,True,False,0,False,12,30.0
3,14,12,13,,True,False,0,False,13,30.0
3,14,13,14,,True,False,0,False,14,30.0
3,14,14,15,,True,False,0,False,15,30.0
3,14,15,16,,True,False,0,False,16,30.0
3,14,16,17,,True,False,0,False,17,30.0
3,14,17,18,,True,False,0,False,18,30.0
3,14,18,19,,True,False,0,False,19,30.0
3,14,19,20,,True,False,0,False,20,30.0
3,14,20,21,,True,False,0,False,21,30.0
3,14,21,22,,True,False,0,False,22,30.0
3,14,22,23,2.0,True,True,0,False,23,30.0
3,14,23,24,4.0,True,True,0,False,24,30.0
3,14,24,25,5.0,True,True,0,False,25,30.0
3,14,25,26,6.0,True,True,0,False,26,30.0
3,14,26,27,8.0,True,True,0,False,27,30.0
3,14,27,28,7.0,True,True,0,False,28,30.0
3,14,28,29,3.0,True,True,0,False,29,30.0
3,14,29,30,1.0,True,True,0,False,30,30.0
3,15,0,1,,True,False,0,False,1,30.0
3,15,1,2,,True,False,0,False,2,30.0
3,15,2,3,,True,False,0,False,3,30.0
3,15,3,4,,True,False,0,False,4,30.0
3,15,4,5,,True,False,0,False,5,30.0
3,15,5,6,,True,False,0,False,6,30.0
3,15,6,7,,True,False,0,False,7,30.0
3,15,7,8,,True,False,0,False,8,30.0
3,15,8,9,,True,False,0,False,9,30.0
3,15,9,10,,True,False,0,False,10,30.0
3,15,10,11,,True,False,0,False,11,30.0
3,15,11,12,,True,False,0,False,12,30.0
3,15,12,13,,True,False,0,False,13,30.0
3,15,13,14,,True,False,0,False,14,30.0
3,15,14,15,,True,False,0,False,15,30.0
3,15,15,16,,True,False,0,False,16,30.0
3,15,16,17,,True,False,0,False,17,30.0
3,15,17,18,,True,False,0,False,18,30.0
3,15,18,19,,True,False,0,False,19,30.0
3,15,19,20,,True,False,0,False,20,30.0
3,15,20,21,,True,False,0,False,21,30.0
3,15,21,22,,True,False,0,False,22,30.0
3,15,22,23,,True,False,0,False,23,30.0
3,15,23,24,,True,False,0,False,24,30.0
3,15,24,25,2.0,True,True,0,False,25,30.0
3,15,25,26,3.0,True,True,0,False,26,30.0
3,15,26,27,,True,False,0,False,27,30.0
3,15,27,28,,True,False,0,False,28,30.0
3,15,28,29,,True,False,0,False,29,30.0
3,15,29,30,1.0,True,True,0,False,30,30.0
3,16,0,1,4.0,True,True,0,False,1,30.0
3,16,1,2,3.0,True,True,0,False,2,30.0
3,16,2,3,,True,False,0,False,3,30.0
3,16,3,4,6.0,True,True,0,False,4,30.0
3,16,4,5,,True,False,0,False,5,30.0
3,16,5,6,,True,False,0,False,6,30.0
3,16,6,7,,True,False,0,False,7,30.0
3,16,7,8,,True,False,0,False,8,30.0
3,16,8,9,,True,False,0,False,9,30.0
3,16,9,10,,True,False,0,False,10,30.0
3,16,10,11,,True,False,0,False,11,30.0
3,16,11,12,,True,False,0,False,12,30.0
3,16,12,13,,True,False,0,False,13,30.0
3,16,13,14,,True,False,0,False,14,30.0
3,16,14,15,,True,False,0,False,15,30.0
3,16,15,16,,True,False,0,False,16,30.0
3,16,16,17,,True,False,0,False,17,30.0
3,16,17,18,,True,False,0,False,18,30.0
3,16,18,19,,True,False,0,False,19,30.0
3,16,19,20,,True,False,0,False,20,30.0
3,16,20,21,,True,False,0,False,21,30.0
3,16,21,22,,True,False,0,False,22,30.0
3,16,22,23,5.0,True,True,0,False,23,30.0
3,16,23,24,,True,False,0,False,24,30.0
3,16,24,25,,True,False,0,False,25,30.0
3,16,25,26,,True,False,0,False,26,30.0
3,16,26,27,,True,False,0,False,27,30.0
3,16,27,28,,True,False,0,False,28,30.0
3,16,28,29,1.0,True,True,0,False,29,30.0
3,16,29,30,2.0,True,True,0,False,30,30.0
3,17,0,1,,True,False,0,False,1,30.0
3,17,1,2,5.0,True,True,0,False,2,30.0
3,17,2,3,,True,False,0,False,3,30.0
3,17,3,4,,True,False,0,False,4,30.0
3,17,4,5,6.0,True,True,0,False,5,30.0
3,17,5,6,,True,False,0,False,6,30.0
3,17,6,7,3.0,True,True,0,False,7,30.0
3,17,7,8,,True,False,0,False,8,30.0
3,17,8,9,,True,False,0,False,9,30.0
3,17,9,10,,True,False,0,False,10,30.0
3,17,10,11,,True,False,0,False,11,30.0
3,17,11,12,,True,False,0,False,12,30.0
3,17,12,13,,True,False,0,False,13,30.0
3,17,13,14,,True,False,0,False,14,30.0
3,17,14,15,,True,False,0,False,15,30.0
3,17,15,16,,True,False,0,False,16,30.0
3,17,16,17,,True,False,0,False,17,30.0
3,17,17,18,,True,False,0,False,18,30.0
3,17,18,19,,True,False,0,False,19,30.0
3,17,19,20,,True,False,0,False,20,30.0
3,17,20,21,,True,False,0,False,21,30.0
3,17,21,22,,True,False,0,False,22,30.0
3,17,22,23,,True,False,0,False,23,30.0
3,17,23,24,,True,False,0,False,24,30.0
3,17,24,25,,True,False,0,False,25,30.0
3,17,25,26,,True,False,0,False,26,30.0
3,17,26,27,,True,False,0,False,27,30.0
3,17,27,28,1.0,True,True,0,False,28,30.0
3,17,28,29,2.0,True,True,0,False,29,30.0
3,17,29,30,4.0,True,True,0,False,30,30.0
3,18,0,1,,True,False,0,False,1,30.0
3,18,1,2,,True,False,0,False,2,30.0
3,18,2,3,,True,False,0,False,3,30.0
3,18,3,4,,True,False,0,False,4,30.0
3,18,4,5,,True,False,0,False,5,30.0
3,18,5,6,,True,False,0,False,6,30.0
3,18,6,7,,True,False,0,False,7,30.0
3,18,7,8,,True,False,0,False,8,30.0
3,18,8,9,,True,False,0,False,9,30.0
3,18,9,10,,True,False,0,False,10,30.0
3,18,10,11,,True,False,0,False,11,30.0
3,18,11,12,,True,False,0,False,12,30.0
3,18,12,13,,True,False,0,False,13,30.0
3,18,13,14,2.0,True,True,0,False,14,30.0
3,18,14,15,,True,False,0,False,15,30.0
3,18,15,16,,True,False,0,False,16,30.0
3,18,16,17,,True,False,0,False,17,30.0
3,18,17,18,,True,False,0,False,18,30.0
3,18,18,19,,True,False,0,False,19,30.0
3,18,19,20,,True,False,0,False,20,30.0
3,18,20,21,3.0,True,True,0,False,21,30.0
3,18,21,22,4.0,True,True,0,False,22,30.0
3,18,22,23,5.0,True,True,0,False,23,30.0
3,18,23,24,,True,False,0,False,24,30.0
3,18,24,25,7.0,True,True,0,False,25,30.0
3,18,25,26,10.0,True,True,0,False,26,30.0
3,18,26,27,6.0,True,True,0,False,27,30.0
3,18,27,28,8.0,True,True,0,False,28,30.0
3,18,28,29,9.0,True,True,0,False,29,30.0
3,18,29,30,1.0,True,True,0,False,30,30.0
3,19,0,1,12.0,True,True,0,False,1,30.0
3,19,1,2,,True,False,0,False,2,30.0
3,19,2,3,8.0,True,True,0,False,3,30.0
3,19,3,4,,True,False,0,False,4,30.0
3,19,4,5,,True,False,0,False,5,30.0
3,19,5,6,10.0,True,True,0,False,6,30.0
3,19,6,7,,True,False,0,False,7,30.0
3,19,7,8,11.0,True,True,0,False,8,30.0
3,19,8,9,,True,False,0,False,9,30.0
3,19,9,10,,True,False,0,False,10,30.0
3,19,10,11,,True,False,0,False,11,30.0
3,19,11,12,,True,False,0,False,12,30.0
3,19,12,13,,True,False,0,False,13,30.0
3,19,13,14,,True,False,0,False,14,30.0
3,19,14,15,,True,False,0,False,15,30.0
3,19,15,16,,True,False,0,False,16,30.0
3,19,16,17,,True,False,0,False,17,30.0
3,19,17,18,,True,False,0,False,18,30.0
3,19,18,19,,True,False,0,False,19,30.0
3,19,19,20,,True,False,0,False,20,30.0
3,19,20,21,,True,False,0,False,21,30.0
3,19,21,22,2.0,True,True,0,False,22,30.0
3,19,22,23,3.0,True,True,0,False,23,30.0
3,19,23,24,4.0,True,True,0,False,24,30.0
3,19,24,25,6.0,True,True,0,False,25,30.0
3,19,25,26,5.0,True,True,0,False,26,30.0
3,19,26,27,7.0,True,True,0,False,27,30.0
3,19,27,28,,True,False,0,False,28,30.0
3,19,28,29,9.0,True,True,0,False,29,30.0
3,19,29,30,1.0,True,True,0,False,30,30.0
3,20,0,1,,True,False,0,False,1,30.0
3,20,1,2,,True,False,0,False,2,30.0
3,20,2,3,,True,False,0,False,3,30.0
3,20,3,4,,True,False,0,False,4,30.0
3,20,4,5,,True,False,0,False,5,30.0
3,20,5,6,,True,False,0,False,6,30.0
3,20,6,7,,True,False,0,False,7,30.0
3,20,7,8,,True,False,0,False,8,30.0
3,20,8,9,,True,False,0,False,9,30.0
3,20,9,10,,True,False,0,False,10,30.0
3,20,10,11,,True,False,0,False,11,30.0
3,20,11,12,,True,False,0,False,12,30.0
3,20,12,13,,True,False,0,False,13,30.0
3,20,13,14,3.0,True,True,0,False,14,30.0
3,20,14,15,4.0,True,True,0,False,15,30.0
3,20,15,16,6.0,True,True,0,False,16,30.0
3,20,16,17,7.0,True,True,0,False,17,30.0
3,20,17,18,9.0,True,True,0,False,18,30.0
3,20,18,19,10.0,True,True,0,False,19,30.0
3,20,19,20,5.0,True,True,0,False,20,30.0
3,20,20,21,13.0,True,True,0,False,21,30.0
3,20,21,22,,True,False,0,False,22,30.0
3,20,22,23,12.0,True,True,0,False,23,30.0
3,20,23,24,11.0,True,True,0,False,24,30.0
3,20,24,25,8.0,True,True,0,False,25,30.0
3,20,25,26,,True,False,0,False,26,30.0
3,20,26,27,2.0,True,True,0,False,27,30.0
3,20,27,28,,True,False,0,False,28,30.0
3,20,28,29,,True,False,0,False,29,30.0
3,20,29,30,1.0,True,True,0,False,30,30.0
3,21,0,1,,True,False,0,False,1,30.0
3,21,1,2,,True,False,0,False,2,30.0
3,21,2,3,,True,False,0,False,3,30.0
3,21,3,4,,True,False,0,False,4,30.0
3,21,4,5,,True,False,0,False,5,30.0
3,21,5,6,,True,False,0,False,6,30.0
3,21,6,7,,True,False,0,False,7,30.0
3,21,7,8,,True,False,0,False,8,30.0
3,21,8,9,,True,False,0,False,9,30.0
3,21,9,10,,True,False,0,False,10,30.0
3,21,10,11,,True,False,0,False,11,30.0
3,21,11,12,,True,False,0,False,12,30.0
3,21,12,13,,True,False,0,False,13,30.0
3,21,13,14,,True,False,0,False,14,30.0
3,21,14,15,,True,False,0,False,15,30.0
3,21,15,16,,True,False,0,False,16,30.0
3,21,16,17,,True,False,0,False,17,30.0
3,21,17,18,,True,False,0,False,18,30.0
3,21,18,19,,True,False,0,False,19,30.0
3,21,19,20,,True,False,0,False,20,30.0
3,21,20,21,,True,False,0,False,21,30.0
3,21,21,22,,True,False,0,False,22,30.0
3,21,22,23,,True,False,0,False,23,30.0
3,21,23,24,,True,False,0,False,24,30.0
3,21,24,25,,True,False,0,False,25,30.0
3,21,25,26,,True,False,0,False,26,30.0
3,21,26,27,,True,False,0,False,27,30.0
3,21,27,28,,True,False,0,False,28,30.0
3,21,28,29,,True,False,0,False,29,30.0
3,21,29,30,,True,False,0,False,30,30.0
3,22,0,1,2.0,True,True,0,False,1,30.0
3,22,1,2,,True,False,0,False,2,30.0
3,22,2,3,,True,False,0,False,3,30.0
3,22,3,4,,True,False,0,False,4,30.0
3,22,4,5,5.0,True,True,0,False,5,30.0
3,22,5,6,3.0,True,True,0,False,6,30.0
3,22,6,7,6.0,True,True,0,False,7,30.0
3,22,7,8,,True,False,0,False,8,30.0
3,22,8,9,,True,False,0,False,9,30.0
3,22,9,10,,True,False,0,False,10,30.0
3,22,10,11,7.0,True,True,0,False,11,30.0
3,22,11,12,,True,False,0,False,12,30.0
3,22,12,13,,True,False,0,False,13,30.0
3,22,13,14,8.0,True,True,0,False,14,30.0
3,22,14,15,10.0,True,True,0,False,15,30.0
3,22,15,16,9.0,True,True,0,False,16,30.0
3,22,16,17,11.0,True,True,0,False,17,30.0
3,22,17,18,,True,False,0,False,18,30.0
3,22,18,19,12.0,True,True,0,False,19,30.0
3,22,19,20,,True,False,0,False,20,30.0
3,22,20,21,,True,False,0,False,21,30.0
3,22,21,22,,True,False,0,False,22,30.0
3,22,22,23,,True,False,0,False,23,30.0
3,22,23,24,,True,False,0,False,24,30.0
3,22,24,25,,True,False,0,False,25,30.0
3,22,25,26,13.0,True,True,0,False,26,30.0
3,22,26,27,,True,False,0,False,27,30.0
3,22,27,28,,True,False,0,False,28,30.0
3,22,28,29,4.0,True,True,0,False,29,30.0
3,22,29,30,1.0,True,True,0,False,30,30.0
3,23,0,1,4.0,True,True,0,False,1,30.0
3,23,1,2,,True,False,0,False,2,30.0
3,23,2,3,5.0,True,True,0,False,3,30.0
3,23,3,4,6.0,True,True,0,False,4,30.0
3,23,4,5,,True,False,0,False,5,30.0
3,23,5,6,7.0,True,True,0,False,6,30.0
3,23,6,7,,True,False,0,False,7,30.0
3,23,7,8,,True,False,0,False,8,30.0
3,23,8,9,,True,False,0,False,9,30.0
3,23,9,10,,True,False,0,False,10,30.0
3,23,10,11,,True,False,0,False,11,30.0
3,23,11,12,,True,False,0,False,12,30.0
3,23,12,13,,True,False,0,False,13,30.0
3,23,13,14,,True,False,0,False,14,30.0
3,23,14,15,,True,False,0,False,15,30.0
3,23,15,16,,True,False,0,False,16,30.0
3,23,16,17,,True,False,0,False,17,30.0
3,23,17,18,,True,False,0,False,18,30.0
3,23,18,19,,True,False,0,False,19,30.0
3,23,19,20,,True,False,0,False,20,30.0
3,23,20,21,,True,False,0,False,21,30.0
3,23,21,22,,True,False,0,False,22,30.0
3,23,22,23,,True,False,0,False,23,30.0
3,23,23,24,,True,False,0,False,24,30.0
3,23,24,25,,True,False,0,False,25,30.0
3,23,25,26,,True,False,0,False,26,30.0
3,23,26,27,,True,False,0,False,27,30.0
3,23,27,28,3.0,True,True,0,False,28,30.0
3,23,28,29,1.0,True,True,0,False,29,30.0
3,23,29,30,2.0,True,True,0,False,30,30.0
3,24,0,1,8.0,True,True,0,False,1,30.0
3,24,1,2,,True,False,0,False,2,30.0
3,24,2,3,,True,False,0,False,3,30.0
3,24,3,4,,True,False,0,False,4,30.0
3,24,4,5,9.0,True,True,0,False,5,30.0
3,24,5,6,,True,False,0,False,6,30.0
3,24,6,7,6.0,True,True,0,False,7,30.0
3,24,7,8,10.0,True,True,0,False,8,30.0
3,24,8,9,7.0,True,True,0,False,9,30.0
3,24,9,10,,True,False,0,False,10,30.0
3,24,10,11,,True,False,0,False,11,30.0
3,24,11,12,,True,False,0,False,12,30.0
3,24,12,13,,True,False,0,False,13,30.0
3,24,13,14,,True,False,0,False,14,30.0
3,24,14,15,,True,False,0,False,15,30.0
3,24,15,16,,True,False,0,False,16,30.0
3,24,16,17,,True,False,0,False,17,30.0
3,24,17,18,,True,False,0,False,18,30.0
3,24,18,19,,True,False,0,False,19,30.0
3,24,19,20,,True,False,0,False,20,30.0
3,24,20,21,,True,False,0,False,21,30.0
3,24,21,22,,True,False,0,False,22,30.0
3,24,22,23,,True,False,0,False,23,30.0
3,24,23,24,,True,False,0,False,24,30.0
3,24,24,25,,True,False,0,False,25,30.0
3,24,25,26,2.0,True,True,0,False,26,30.0
3,24,26,27,4.0,True,True,0,False,27,30.0
3,24,27,28,5.0,True,True,0,False,28,30.0
3,24,28,29,1.0,True,True,0,False,29,30.0
3,24,29,30,3.0,True,True,0,False,30,30.0
3,25,0,1,1.0,True,True,0,False,1,30.0
3,25,1,2,2.0,True,True,0,False,2,30.0
3,25,2,3,,True,False,0,False,3,30.0
3,25,3,4,,True,False,0,False,4,30.0
3,25,4,5,3.0,True,True,0,False,5,30.0
3,25,5,6,,True,False,0,False,6,30.0
3,25,6,7,,True,False,0,False,7,30.0
3,25,7,8,,True,False,0,False,8,30.0
3,25,8,9,,True,False,0,False,9,30.0
3,25,9,10,,True,False,0,False,10,30.0
3,25,10,11,,True,False,0,False,11,30.0
3,25,11,12,,True,False,0,False,12,30.0
3,25,12,13,,True,False,0,False,13,30.0
3,25,13,14,,True,False,0,False,14,30.0
3,25,14,15,,True,False,0,False,15,30.0
3,25,15,16,,True,False,0,False,16,30.0
3,25,16,17,,True,False,0,False,17,30.0
3,25,17,18,,True,False,0,False,18,30.0
3,25,18,19,,True,False,0,False,19,30.0
3,25,19,20,,True,False,0,False,20,30.0
3,25,20,21,,True,False,0,False,21,30.0
3,25,21,22,,True,False,0,False,22,30.0
3,25,22,23,,True,False,0,False,23,30.0
3,25,23,24,,True,False,0,False,24,30.0
3,25,24,25,,True,False,0,False,25,30.0
3,25,25,26,,True,False,0,False,26,30.0
3,25,26,27,,True,False,0,False,27,30.0
3,25,27,28,,True,False,0,False,28,30.0
3,25,28,29,4.0,True,True,0,False,29,30.0
3,25,29,30,,True,False,0,False,30,30.0
3,26,0,1,,True,False,0,False,1,30.0
3,26,1,2,,True,False,0,False,2,30.0
3,26,2,3,,True,False,0,False,3,30.0
3,26,3,4,,True,False,0,False,4,30.0
3,26,4,5,,True,False,0,False,5,30.0
3,26,5,6,,True,False,0,False,6,30.0
3,26,6,7,,True,False,0,False,7,30.0
3,26,7,8,,True,False,0,False,8,30.0
3,26,8,9,,True,False,0,False,9,30.0
3,26,9,10,,True,False,0,False,10,30.0
3,26,10,11,,True,False,0,False,11,30.0
3,26,11,12,,True,False,0,False,12,30.0
3,26,12,13,,True,False,0,False,13,30.0
3,26,13,14,,True,False,0,False,14,30.0
3,26,14,15,,True,False,0,False,15,30.0
3,26,15,16,,True,False,0,False,16,30.0
3,26,16,17,,True,False,0,False,17,30.0
3,26,17,18,,True,False,0,False,18,30.0
3,26,18,19,,True,False,0,False,19,30.0
3,26,19,20,,True,False,0,False,20,30.0
3,26,20,21,,True,False,0,False,21,30.0
3,26,21,22,,True,False,0,False,22,30.0
3,26,22,23,,True,False,0,False,23,30.0
3,26,23,24,4.0,True,True,0,False,24,30.0
3,26,24,25,,True,False,0,False,25,30.0
3,26,25,26,3.0,True,True,0,False,26,30.0
3,26,26,27,,True,False,0,False,27,30.0
3,26,27,28,,True,False,0,False,28,30.0
3,26,28,29,2.0,True,True,0,False,29,30.0
3,26,29,30,1.0,True,True,0,False,30,30.0
3,27,0,1,,True,False,0,False,1,30.0
3,27,1,2,7.0,True,True,0,False,2,30.0
3,27,2,3,,True,False,0,False,3,30.0
3,27,3,4,,True,False,0,False,4,30.0
3,27,4,5,,True,False,0,False,5,30.0
3,27,5,6,,True,False,0,False,6,30.0
3,27,6,7,,True,False,0,False,7,30.0
3,27,7,8,,True,False,0,False,8,30.0
3,27,8,9,,True,False,0,False,9,30.0
3,27,9,10,,True,False,0,False,10,30.0
3,27,10,11,,True,False,0,False,11,30.0
3,27,11,12,,True,False,0,False,12,30.0
3,27,12,13,,True,False,0,False,13,30.0
3,27,13,14,6.0,True,True,0,False,14,30.0
3,27,14,15,,True,False,0,False,15,30.0
3,27,15,16,,True,False,0,False,16,30.0
3,27,16,17,,True,False,0,False,17,30.0
3,27,17,18,,True,False,0,False,18,30.0
3,27,18,19,,True,False,0,False,19,30.0
3,27,19,20,,True,False,0,False,20,30.0
3,27,20,21,5.0,True,True,0,False,21,30.0
3,27,21,22,8.0,True,True,0,False,22,30.0
3,27,22,23,9.0,True,True,0,False,23,30.0
3,27,23,24,,True,False,0,False,24,30.0
3,27,24,25,,True,False,0,False,25,30.0
3,27,25,26,2.0,True,True,0,False,26,30.0
3,27,26,27,3.0,True,True,0,False,27,30.0
3,27,27,28,4.0,True,True,0,False,28,30.0
3,27,28,29,,True,False,0,False,29,30.0
3,27,29,30,1.0,True,True,0,False,30,30.0
3,28,0,1,,True,False,0,False,1,30.0
3,28,1,2,,True,False,0,False,2,30.0
3,28,2,3,,True,False,0,False,3,30.0
3,28,3,4,,True,False,0,False,4,30.0
3,28,4,5,,True,False,0,False,5,30.0
3,28,5,6,,True,False,0,False,6,30.0
3,28,6,7,,True,False,0,False,7,30.0
3,28,7,8,,True,False,0,False,8,30.0
3,28,8,9,,True,False,0,False,9,30.0
3,28,9,10,,True,False,0,False,10,30.0
3,28,10,11,,True,False,0,False,11,30.0
3,28,11,12,,True,False,0,False,12,30.0
3,28,12,13,,True,False,0,False,13,30.0
3,28,13,14,,True,False,0,False,14,30.0
3,28,14,15,,True,False,0,False,15,30.0
3,28,15,16,,True,False,0,False,16,30.0
3,28,16,17,,True,False,0,False,17,30.0
3,28,17,18,,True,False,0,False,18,30.0
3,28,18,19,,True,False,0,False,19,30.0
3,28,19,20,,True,False,0,False,20,30.0
3,28,20,21,,True,False,0,False,21,30.0
3,28,21,22,,True,False,0,False,22,30.0
3,28,22,23,,True,False,0,False,23,30.0
3,28,23,24,,True,False,0,False,24,30.0
3,28,24,25,2.0,True,True,0,False,25,30.0
3,28,25,26,,True,False,0,False,26,30.0
3,28,26,27,,True,False,0,False,27,30.0
3,28,27,28,,True,False,0,False,28,30.0
3,28,28,29,,True,False,0,False,29,30.0
3,28,29,30,1.0,True,True,0,False,30,30.0
3,29,0,1,8.0,True,True,0,False,1,30.0
3,29,1,2,,True,False,0,False,2,30.0
3,29,2,3,,True,False,0,False,3,30.0
3,29,3,4,10.0,True,True,0,False,4,30.0
3,29,4,5,,True,False,0,False,5,30.0
3,29,5,6,9.0,True,True,0,False,6,30.0
3,29,6,7,,True,False,0,False,7,30.0
3,29,7,8,3.0,True,True,0,False,8,30.0
3,29,8,9,4.0,True,True,0,False,9,30.0
3,29,9,10,,True,False,0,False,10,30.0
3,29,10,11,11.0,True,True,0,False,11,30.0
3,29,11,12,,True,False,0,False,12,30.0
3,29,12,13,,True,False,0,False,13,30.0
3,29,13,14,7.0,True,True,0,False,14,30.0
