subject,list,item,input,output,study,recall,repeat,intrusion,first_input,practice_index
106,1,10,31,,True,False,0,False,31,1
106,1,8,32,,True,False,0,False,32,1
106,2,0,1,5.0,True,True,0,False,1,1
106,2,1,2,7.0,True,True,0,False,2,1
106,2,2,3,3.0,True,True,0,False,3,1
106,2,3,4,,True,False,0,False,4,1
106,2,4,5,13.0,True,True,0,False,5,1
106,2,5,6,6.0,True,True,0,False,6,1
106,2,6,7,8.0,True,True,0,False,7,1
106,2,7,8,9.0,True,True,0,False,8,1
106,2,8,9,1.0,True,True,0,False,9,1
106,2,9,10,4.0,True,True,0,False,10,1
106,2,10,11,2.0,True,True,0,False,11,1
106,2,11,12,,True,False,0,False,12,1
106,2,12,13,14.0,True,True,0,False,13,1
106,2,13,14,11.0,True,True,0,False,14,1
106,2,14,15,10.0,True,True,0,False,15,1
106,2,15,16,12.0,True,True,0,False,16,1
106,2,15,17,,True,False,0,False,17,1
106,2,2,18,,True,False,0,False,18,1
106,2,3,19,,True,False,0,False,19,1
106,2,0,20,,True,False,0,False,20,1
106,2,4,21,,True,False,0,False,21,1
106,2,14,22,,True,False,0,False,22,1
106,2,12,23,,True,False,0,False,23,1
106,2,11,24,,True,False,0,False,24,1
106,2,5,25,,True,False,0,False,25,1
106,2,13,26,,True,False,0,False,26,1
106,2,6,27,,True,False,0,False,27,1
106,2,1,28,,True,False,0,False,28,1
106,2,7,29,,True,False,0,False,29,1
106,2,9,30,,True,False,0,False,30,1
106,2,10,31,,True,False,0,False,31,1
106,2,8,32,,True,False,0,False,32,1
106,3,0,1,4.0,True,True,0,False,1,1
106,3,1,2,12.0,True,True,0,False,2,1
106,3,2,3,6.0,True,True,0,False,3,1
106,3,3,4,10.0,True,True,0,False,4,1
106,3,4,5,5.0,True,True,0,False,5,1
106,3,5,6,2.0,True,True,0,False,6,1
106,3,6,7,3.0,True,True,0,False,7,1
106,3,7,8,,True,False,0,False,8,1
106,3,8,9,1.0,True,True,0,False,9,1
106,3,9,10,8.0,True,True,0,False,10,1
106,3,10,11,,True,False,0,False,11,1
106,3,11,12,7.0,True,True,0,False,12,1
106,3,12,13,,True,False,0,False,13,1
106,3,13,14,,True,False,0,False,14,1
106,3,14,15,9.0,True,True,0,False,15,1
106,3,15,16,11.0,True,True,0,False,16,1
106,3,15,17,,True,False,0,False,17,1
106,3,2,18,,True,False,0,False,18,1
106,3,3,19,,True,False,0,False,19,1
106,3,0,20,,True,False,0,False,20,1
106,3,4,21,,True,False,0,False,21,1
106,3,14,22,,True,False,0,False,22,1
106,3,12,23,,True,False,0,False,23,1
106,3,11,24,,True,False,0,False,24,1
106,3,5,25,,True,False,0,False,25,1
106,3,13,26,,True,False,0,False,26,1
106,3,6,27,,True,False,0,False,27,1
106,3,1,28,,True,False,0,False,28,1
106,3,7,29,,True,False,0,False,29,1
106,3,9,30,,True,False,0,False,30,1
106,3,10,31,,True,False,0,False,31,1
106,3,8,32,,True,False,0,False,32,1
106,4,0,1,8.0,True,True,0,False,1,1
106,4,1,2,6.0,True,True,0,False,2,1
106,4,2,3,7.0,True,True,0,False,3,1
106,4,3,4,10.0,True,True,0,False,4,1
106,4,4,5,13.0,True,True,0,False,5,1
106,4,5,6,11.0,True,True,0,False,6,1
106,4,6,7,12.0,True,True,0,False,7,1
106,4,7,8,,True,False,0,False,8,1
106,4,8,9,3.0,True,True,0,False,9,1
106,4,9,10,4.0,True,True,0,False,10,1
106,4,10,11,2.0,True,True,0,False,11,1
106,4,11,12,5.0,True,True,0,False,12,1
106,4,12,13,15.0,True,True,0,False,13,1
106,4,13,14,1.0,True,True,0,False,14,1
106,4,14,15,14.0,True,True,0,False,15,1
106,4,15,16,9.0,True,True,0,False,16,1
106,4,15,17,,True,False,0,False,17,1
106,4,2,18,,True,False,0,False,18,1
106,4,3,19,,True,False,0,False,19,1
106,4,0,20,,True,False,0,False,20,1
106,4,4,21,,True,False,0,False,21,1
106,4,14,22,,True,False,0,False,22,1
106,4,12,23,,True,False,0,False,23,1
106,4,11,24,,True,False,0,False,24,1
106,4,5,25,,True,False,0,False,25,1
106,4,13,26,,True,False,0,False,26,1
106,4,6,27,,True,False,0,False,27,1
106,4,1,28,,True,False,0,False,28,1
106,4,7,29,,True,False,0,False,29,1
106,4,9,30,,True,False,0,False,30,1
106,4,10,31,,True,False,0,False,31,1
106,4,8,32,,True,False,0,False,32,1
106,5,0,1,2.0,True,True,0,False,1,1
106,5,1,2,4.0,True,True,0,False,2,1
106,5,2,3,8.0,True,True,0,False,3,1
106,5,3,4,12.0,True,True,0,False,4,1
106,5,4,5,13.0,True,True,0,False,5,1
106,5,5,6,6.0,True,True,0,False,6,1
106,5,6,7,9.0,True,True,0,False,7,1
106,5,7,8,5.0,True,True,0,False,8,1
106,5,8,9,1.0,True,True,0,False,9,1
106,5,9,10,,True,False,0,False,10,1
106,5,10,11,3.0,True,True,0,False,11,1
106,5,11,12,14.0,True,True,0,False,12,1
106,5,12,13,7.0,True,True,0,False,13,1
106,5,13,14,,True,False,0,False,14,1
106,5,14,15,11.0,True,True,0,False,15,1
106,5,15,16,10.0,True,True,0,False,16,1
106,5,15,17,,True,False,0,False,17,1
106,5,2,18,,True,False,0,False,18,1
106,5,3,19,,True,False,0,False,19,1
106,5,0,20,,True,False,0,False,20,1
106,5,4,21,,True,False,0,False,21,1
106,5,14,22,,True,False,0,False,22,1
106,5,12,23,,True,False,0,False,23,1
106,5,11,24,,True,False,0,False,24,1
106,5,5,25,,True,False,0,False,25,1
106,5,13,26,,True,False,0,False,26,1
106,5,6,27,,True,False,0,False,27,1
106,5,1,28,,True,False,0,False,28,1
106,5,7,29,,True,False,0,False,29,1
106,5,9,30,,True,False,0,False,30,1
106,5,10,31,,True,False,0,False,31,1
106,5,8,32,,True,False,0,False,32,1
106,6,0,1,14.0,True,True,0,False,1,1
106,6,1,2,,True,False,0,False,2,1
106,6,2,3,13.0,True,True,0,False,3,1
106,6,3,4,7.0,True,True,0,False,4,1
106,6,4,5,15.0,True,True,0,False,5,1
106,6,5,6,11.0,True,True,0,False,6,1
106,6,6,7,12.0,True,True,0,False,7,1
106,6,7,8,1.0,True,True,0,False,8,1
106,6,8,9,2.0,True,True,0,False,9,1
106,6,9,10,3.0,True,True,0,False,10,1
106,6,10,11,4.0,True,True,0,False,11,1
106,6,11,12,5.0,True,True,0,False,12,1
106,6,12,13,6.0,True,True,0,False,13,1
106,6,13,14,9.0,True,True,0,False,14,1
106,6,14,15,10.0,True,True,0,False,15,1
106,6,15,16,8.0,True,True,0,False,16,1
106,6,15,17,,True,False,0,False,17,1
106,6,2,18,,True,False,0,False,18,1
106,6,3,19,,True,False,0,False,19,1
106,6,0,20,,True,False,0,False,20,1
106,6,4,21,,True,False,0,False,21,1
106,6,14,22,,True,False,0,False,22,1
106,6,12,23,,True,False,0,False,23,1
106,6,11,24,,True,False,0,False,24,1
106,6,5,25,,True,False,0,False,25,1
106,6,13,26,,True,False,0,False,26,1
106,6,6,27,,True,False,0,False,27,1
106,6,1,28,,True,False,0,False,28,1
106,6,7,29,,True,False,0,False,29,1
106,6,9,30,,True,False,0,False,30,1
106,6,10,31,,True,False,0,False,31,1
106,6,8,32,,True,False,0,False,32,1
106,7,0,1,10.0,True,True,0,False,1,1
106,7,1,2,13.0,True,True,0,False,2,1
106,7,2,3,12.0,True,True,0,False,3,1
106,7,3,4,9.0,True,True,0,False,4,1
106,7,4,5,3.0,True,True,0,False,5,1
106,7,5,6,,True,False,0,False,6,1
106,7,6,7,15.0,True,True,0,False,7,1
106,7,7,8,14.0,True,True,0,False,8,1
106,7,8,9,1.0,True,True,0,False,9,1
106,7,9,10,11.0,True,True,0,False,10,1
106,7,10,11,2.0,True,True,0,False,11,1
106,7,11,12,7.0,True,True,0,False,12,1
106,7,12,13,8.0,True,True,0,False,13,1
106,7,13,14,4.0,True,True,0,False,14,1
106,7,14,15,6.0,True,True,0,False,15,1
106,7,15,16,5.0,True,True,0,False,16,1
106,7,15,17,,True,False,0,False,17,1
106,7,2,18,,True,False,0,False,18,1
106,7,3,19,,True,False,0,False,19,1
106,7,0,20,,True,False,0,False,20,1
106,7,4,21,,True,False,0,False,21,1
106,7,14,22,,True,False,0,False,22,1
106,7,12,23,,True,False,0,False,23,1
106,7,11,24,,True,False,0,False,24,1
106,7,5,25,,True,False,0,False,25,1
106,7,13,26,,True,False,0,False,26,1
106,7,6,27,,True,False,0,False,27,1
106,7,1,28,,True,False,0,False,28,1
106,7,7,29,,True,False,0,False,29,1
106,7,9,30,,True,False,0,False,30,1
106,7,10,31,,True,False,0,False,31,1
106,7,8,32,,True,False,0,False,32,1
106,8,0,1,10.0,True,True,0,False,1,1
106,8,1,2,8.0,True,True,0,False,2,1
106,8,2,3,11.0,True,True,0,False,3,1
106,8,3,4,14.0,True,True,0,False,4,1
106,8,4,5,12.0,True,True,0,False,5,1
106,8,5,6,2.0,True,True,0,False,6,1
106,8,6,7,3.0,True,True,0,False,7,1
106,8,7,8,13.0,True,True,0,False,8,1
106,8,8,9,1.0,True,True,0,False,9,1
106,8,9,10,4.0,True,True,0,False,10,1
106,8,10,11,15.0,True,True,0,False,11,1
106,8,11,12,16.0,True,True,0,False,12,1
106,8,12,13,6.0,True,True,0,False,13,1
106,8,13,14,7.0,True,True,0,False,14,1
106,8,14,15,9.0,True,True,0,False,15,1
106,8,15,16,5.0,True,True,0,False,16,1
106,8,15,17,,True,False,0,False,17,1
106,8,2,18,,True,False,0,False,18,1
106,8,3,19,,True,False,0,False,19,1
106,8,0,20,,True,False,0,False,20,1
106,8,4,21,,True,False,0,False,21,1
106,8,14,22,,True,False,0,False,22,1
106,8,12,23,,True,False,0,False,23,1
106,8,11,24,,True,False,0,False,24,1
106,8,5,25,,True,False,0,False,25,1
106,8,13,26,,True,False,0,False,26,1
106,8,6,27,,True,False,0,False,27,1
106,8,1,28,,True,False,0,False,28,1
106,8,7,29,,True,False,0,False,29,1
106,8,9,30,,True,False,0,False,30,1
106,8,10,31,,True,False,0,False,31,1
106,8,8,32,,True,False,0,False,32,1
106,9,0,1,5.0,True,True,0,False,1,1
106,9,1,2,7.0,True,True,0,False,2,1
106,9,2,3,6.0,True,True,0,False,3,1
106,9,3,4,15.0,True,True,0,False,4,1
106,9,4,5,,True,False,0,False,5,1
106,9,5,6,11.0,True,True,0,False,6,1
106,9,6,7,10.0,True,True,0,False,7,1
106,9,7,8,4.0,True,True,0,False,8,1
106,9,8,9,1.0,True,True,0,False,9,1
106,9,9,10,3.0,True,True,0,False,10,1
106,9,10,11,2.0,True,True,0,False,11,1
106,9,11,12,12.0,True,True,0,False,12,1
106,9,12,13,13.0,True,True,0,False,13,1
106,9,13,14,8.0,True,True,0,False,14,1
106,9,14,15,9.0,True,True,0,False,15,1
106,9,15,16,14.0,True,True,0,False,16,1
106,9,15,17,,True,False,0,False,17,1
106,9,2,18,,True,False,0,False,18,1
106,9,3,19,,True,False,0,False,19,1
106,9,0,20,,True,False,0,False,20,1
106,9,4,21,,True,False,0,False,21,1
106,9,14,22,,True,False,0,False,22,1
106,9,12,23,,True,False,0,False,23,1
106,9,11,24,,True,False,0,False,24,1
106,9,5,25,,True,False,0,False,25,1
106,9,13,26,,True,False,0,False,26,1
106,9,6,27,,True,False,0,False,27,1
106,9,1,28,,True,False,0,False,28,1
106,9,7,29,,True,False,0,False,29,1
106,9,9,30,,True,False,0,False,30,1
106,9,10,31,,True,False,0,False,31,1
106,9,8,32,,True,False,0,False,32,1
107,0,0,1,1.0,True,True,0,False,1,1
107,0,1,2,2.0,True,True,0,False,2,1
107,0,2,3,3.0,True,True,0,False,3,1
107,0,3,4,10.0,True,True,0,False,4,1
107,0,4,5,8.0,True,True,0,False,5,1
107,0,5,6,9.0,True,True,0,False,6,1
107,0,6,7,6.0,True,True,0,False,7,1
107,0,7,8,,True,False,0,False,8,1
107,0,8,9,,True,False,0,False,9,1
107,0,9,10,,True,False,0,False,10,1
107,0,10,11,5.0,True,True,0,False,11,1
107,0,11,12,4.0,True,True,0,False,12,1
107,0,12,13,7.0,True,True,0,False,13,1
107,0,13,14,,True,False,0,False,14,1
107,0,14,15,,True,False,0,False,15,1
107,0,15,16,,True,False,0,False,16,1
107,0,12,17,,True,False,0,False,17,1
107,0,5,18,,True,False,0,False,18,1
107,0,13,19,,True,False,0,False,19,1
107,0,10,20,,True,False,0,False,20,1
107,0,4,21,,True,False,0,False,21,1
107,0,15,22,,True,False,0,False,22,1
107,0,7,23,,True,False,0,False,23,1
107,0,9,24,,True,False,0,False,24,1
107,0,3,25,,True,False,0,False,25,1
107,0,1,26,,True,False,0,False,26,1
107,0,6,27,,True,False,0,False,27,1
107,0,8,28,,True,False,0,False,28,1
107,0,14,29,,True,False,0,False,29,1
107,0,11,30,,True,False,0,False,30,1
107,0,2,31,,True,False,0,False,31,1
107,0,0,32,,True,False,0,False,32,1
107,1,0,1,1.0,True,True,0,False,1,1
107,1,1,2,2.0,True,True,0,False,2,1
107,1,2,3,3.0,True,True,0,False,3,1
107,1,3,4,7.0,True,True,0,False,4,1
107,1,4,5,8.0,True,True,0,False,5,1
107,1,5,6,,True,False,0,False,6,1
107,1,6,7,,True,False,0,False,7,1
107,1,7,8,,True,False,0,False,8,1
107,1,8,9,11.0,True,True,0,False,9,1
107,1,9,10,6.0,True,True,0,False,10,1
107,1,10,11,4.0,True,True,0,False,11,1
107,1,11,12,5.0,True,True,0,False,12,1
107,1,12,13,,True,False,0,False,13,1
107,1,13,14,9.0,True,True,0,False,14,1
107,1,14,15,10.0,True,True,0,False,15,1
107,1,15,16,,True,False,0,False,16,1
107,1,12,17,,True,False,0,False,17,1
107,1,5,18,,True,False,0,False,18,1
107,1,13,19,,True,False,0,False,19,1
107,1,10,20,,True,False,0,False,20,1
107,1,4,21,,True,False,0,False,21,1
107,1,15,22,,True,False,0,False,22,1
107,1,7,23,,True,False,0,False,23,1
107,1,9,24,,True,False,0,False,24,1
107,1,3,25,,True,False,0,False,25,1
107,1,1,26,,True,False,0,False,26,1
107,1,6,27,,True,False,0,False,27,1
107,1,8,28,,True,False,0,False,28,1
107,1,14,29,,True,False,0,False,29,1
107,1,11,30,,True,False,0,False,30,1
107,1,2,31,,True,False,0,False,31,1
107,1,0,32,,True,False,0,False,32,1
107,2,0,1,1.0,True,True,0,False,1,1
107,2,1,2,8.0,True,True,0,False,2,1
107,2,2,3,2.0,True,True,0,False,3,1
107,2,3,4,5.0,True,True,0,False,4,1
107,2,4,5,6.0,True,True,0,False,5,1
107,2,5,6,,True,False,0,False,6,1
107,2,6,7,11.0,True,True,0,False,7,1
107,2,7,8,10.0,True,True,0,False,8,1
107,2,8,9,9.0,True,True,0,False,9,1
107,2,9,10,7.0,True,True,0,False,10,1
107,2,10,11,,True,False,0,False,11,1
107,2,11,12,,True,False,0,False,12,1
107,2,12,13,4.0,True,True,0,False,13,1
107,2,13,14,3.0,True,True,0,False,14,1
107,2,14,15,,True,False,0,False,15,1
107,2,15,16,,True,False,0,False,16,1
107,2,12,17,,True,False,0,False,17,1
107,2,5,18,,True,False,0,False,18,1
107,2,13,19,,True,False,0,False,19,1
107,2,10,20,,True,False,0,False,20,1
107,2,4,21,,True,False,0,False,21,1
107,2,15,22,,True,False,0,False,22,1
107,2,7,23,,True,False,0,False,23,1
107,2,9,24,,True,False,0,False,24,1
107,2,3,25,,True,False,0,False,25,1
107,2,1,26,,True,False,0,False,26,1
107,2,6,27,,True,False,0,False,27,1
107,2,8,28,,True,False,0,False,28,1
107,2,14,29,,True,False,0,False,29,1
107,2,11,30,,True,False,0,False,30,1
107,2,2,31,,True,False,0,False,31,1
107,2,0,32,,True,False,0,False,32,1
107,3,0,1,1.0,True,True,0,False,1,1
107,3,1,2,3.0,True,True,0,False,2,1
107,3,2,3,2.0,True,True,0,False,3,1
107,3,3,4,,True,False,0,False,4,1
107,3,4,5,4.0,True,True,0,False,5,1
107,3,5,6,5.0,True,True,0,False,6,1
107,3,6,7,6.0,True,True,0,False,7,1
107,3,7,8,8.0,True,True,0,False,8,1
107,3,8,9,13.0,True,True,0,False,9,1
107,3,9,10,9.0,True,True,0,False,10,1
107,3,10,11,10.0,True,True,0,False,11,1
107,3,11,12,12.0,True,True,0,False,12,1
107,3,12,13,11.0,True,True,0,False,13,1
107,3,13,14,14.0,True,True,0,False,14,1
107,3,14,15,,True,False,0,False,15,1
107,3,15,16,7.0,True,True,0,False,16,1
107,3,12,17,,True,False,0,False,17,1
107,3,5,18,,True,False,0,False,18,1
107,3,13,19,,True,False,0,False,19,1
107,3,10,20,,True,False,0,False,20,1
107,3,4,21,,True,False,0,False,21,1
107,3,15,22,,True,False,0,False,22,1
107,3,7,23,,True,False,0,False,23,1
107,3,9,24,,True,False,0,False,24,1
107,3,3,25,,True,False,0,False,25,1
107,3,1,26,,True,False,0,False,26,1
107,3,6,27,,True,False,0,False,27,1
107,3,8,28,,True,False,0,False,28,1
107,3,14,29,,True,False,0,False,29,1
107,3,11,30,,True,False,0,False,30,1
107,3,2,31,,True,False,0,False,31,1
107,3,0,32,,True,False,0,False,32,1
107,4,0,1,1.0,True,True,0,False,1,1
107,4,1,2,2.0,True,True,0,False,2,1
107,4,2,3,3.0,True,True,0,False,3,1
107,4,3,4,4.0,True,True,0,False,4,1
107,4,4,5,5.0,True,True,0,False,5,1
107,4,5,6,6.0,True,True,0,False,6,1
107,4,6,7,7.0,True,True,0,False,7,1
107,4,7,8,,True,False,0,False,8,1
107,4,8,9,,True,False,0,False,9,1
107,4,9,10,,True,False,0,False,10,1
107,4,10,11,8.0,True,True,0,False,11,1
107,4,11,12,,True,False,0,False,12,1
107,4,12,13,,True,False,0,False,13,1
107,4,13,14,,True,False,0,False,14,1
107,4,14,15,,True,False,0,False,15,1
107,4,15,16,,True,False,0,False,16,1
107,4,12,17,,True,False,0,False,17,1
107,4,5,18,,True,False,0,False,18,1
107,4,13,19,,True,False,0,False,19,1
107,4,10,20,,True,False,0,False,20,1
107,4,4,21,,True,False,0,False,21,1
107,4,15,22,,True,False,0,False,22,1
107,4,7,23,,True,False,0,False,23,1
107,4,9,24,,True,False,0,False,24,1
107,4,3,25,,True,False,0,False,25,1
107,4,1,26,,True,False,0,False,26,1
107,4,6,27,,True,False,0,False,27,1
107,4,8,28,,True,False,0,False,28,1
107,4,14,29,,True,False,0,False,29,1
107,4,11,30,,True,False,0,False,30,1
107,4,2,31,,True,False,0,False,31,1
107,4,0,32,,True,False,0,False,32,1
107,5,0,1,1.0,True,True,0,False,1,1
107,5,1,2,4.0,True,True,0,False,2,1
107,5,2,3,2.0,True,True,0,False,3,1
107,5,3,4,,True,False,0,False,4,1
107,5,4,5,,True,False,0,False,5,1
107,5,5,6,,True,False,0,False,6,1
107,5,6,7,7.0,True,True,0,False,7,1
107,5,7,8,5.0,True,True,0,False,8,1
107,5,8,9,6.0,True,True,0,False,9,1
107,5,9,10,10.0,True,True,0,False,10,1
107,5,10,11,,True,False,0,False,11,1
107,5,11,12,3.0,True,True,0,False,12,1
107,5,12,13,,True,False,0,False,13,1
107,5,13,14,,True,False,0,False,14,1
107,5,14,15,8.0,True,True,0,False,15,1
107,5,15,16,9.0,True,True,0,False,16,1
107,5,12,17,,True,False,0,False,17,1
107,5,5,18,,True,False,0,False,18,1
107,5,13,19,,True,False,0,False,19,1
107,5,10,20,,True,False,0,False,20,1
107,5,4,21,,True,False,0,False,21,1
107,5,15,22,,True,False,0,False,22,1
107,5,7,23,,True,False,0,False,23,1
107,5,9,24,,True,False,0,False,24,1
107,5,3,25,,True,False,0,False,25,1
107,5,1,26,,True,False,0,False,26,1
107,5,6,27,,True,False,0,False,27,1
107,5,8,28,,True,False,0,False,28,1
107,5,14,29,,True,False,0,False,29,1
107,5,11,30,,True,False,0,False,30,1
107,5,2,31,,True,False,0,False,31,1
107,5,0,32,,True,False,0,False,32,1
107,6,0,1,1.0,True,True,0,False,1,1
107,6,1,2,3.0,True,True,0,False,2,1
107,6,2,3,2.0,True,True,0,False,3,1
107,6,3,4,4.0,True,True,0,False,4,1
107,6,4,5,6.0,True,True,0,False,5,1
107,6,5,6,7.0,True,True,0,False,6,1
107,6,6,7,5.0,True,True,0,False,7,1
107,6,7,8,,True,False,0,False,8,1
107,6,8,9,,True,False,0,False,9,1
107,6,9,10,,True,False,0,False,10,1
107,6,10,11,,True,False,0,False,11,1
107,6,11,12,,True,False,0,False,12,1
107,6,12,13,,True,False,0,False,13,1
107,6,13,14,8.0,True,True,0,False,14,1
107,6,14,15,9.0,True,True,0,False,15,1
107,6,15,16,10.0,True,True,0,False,16,1
107,6,12,17,,True,False,0,False,17,1
107,6,5,18,,True,False,0,False,18,1
107,6,13,19,,True,False,0,False,19,1
107,6,10,20,,True,False,0,False,20,1
107,6,4,21,,True,False,0,False,21,1
107,6,15,22,,True,False,0,False,22,1
107,6,7,23,,True,False,0,False,23,1
107,6,9,24,,True,False,0,False,24,1
107,6,3,25,,True,False,0,False,25,1
107,6,1,26,,True,False,0,False,26,1
107,6,6,27,,True,False,0,False,27,1
107,6,8,28,,True,False,0,False,28,1
107,6,14,29,,True,False,0,False,29,1
107,6,11,30,,True,False,0,False,30,1
107,6,2,31,,True,False,0,False,31,1
107,6,0,32,,True,False,0,False,32,1
107,7,0,1,1.0,True,True,0,False,1,1
107,7,1,2,7.0,True,True,0,False,2,1
107,7,2,3,2.0,True,True,0,False,3,1
107,7,3,4,6.0,True,True,0,False,4,1
107,7,4,5,9.0,True,True,0,False,5,1
107,7,5,6,10.0,True,True,0,False,6,1
107,7,6,7,8.0,True,True,0,False,7,1
107,7,7,8,4.0,True,True,0,False,8,1
107,7,8,9,5.0,True,True,0,False,9,1
107,7,9,10,,True,False,0,False,10,1
107,7,10,11,12.0,True,True,0,False,11,1
107,7,11,12,,True,False,0,False,12,1
107,7,12,13,,True,False,0,False,13,1
107,7,13,14,11.0,True,True,0,False,14,1
107,7,14,15,,True,False,0,False,15,1
107,7,15,16,3.0,True,True,0,False,16,1
107,7,12,17,,True,False,0,False,17,1
107,7,5,18,,True,False,0,False,18,1
107,7,13,19,,True,False,0,False,19,1
107,7,10,20,,True,False,0,False,20,1
107,7,4,21,,True,False,0,False,21,1
107,7,15,22,,True,False,0,False,22,1
107,7,7,23,,True,False,0,False,23,1
107,7,9,24,,True,False,0,False,24,1
107,7,3,25,,True,False,0,False,25,1
107,7,1,26,,True,False,0,False,26,1
107,7,6,27,,True,False,0,False,27,1
107,7,8,28,,True,False,0,False,28,1
107,7,14,29,,True,False,0,False,29,1
107,7,11,30,,True,False,0,False,30,1
107,7,2,31,,True,False,0,False,31,1
107,7,0,32,,True,False,0,False,32,1
107,8,0,1,1.0,True,True,0,False,1,1
107,8,1,2,3.0,True,True,0,False,2,1
107,8,2,3,2.0,True,True,0,False,3,1
107,8,3,4,4.0,True,True,0,False,4,1
107,8,4,5,13.0,True,True,0,False,5,1
107,8,5,6,9.0,True,True,0,False,6,1
107,8,6,7,10.0,True,True,0,False,7,1
107,8,7,8,8.0,True,True,0,False,8,1
107,8,8,9,,True,False,0,False,9,1
107,8,9,10,,True,False,0,False,10,1
107,8,10,11,12.0,True,True,0,False,11,1
107,8,11,12,11.0,True,True,0,False,12,1
107,8,12,13,5.0,True,True,0,False,13,1
107,8,13,14,6.0,True,True,0,False,14,1
107,8,14,15,,True,False,0,False,15,1
107,8,15,16,7.0,True,True,0,False,16,1
107,8,12,17,,True,False,0,False,17,1
107,8,5,18,,True,False,0,False,18,1
107,8,13,19,,True,False,0,False,19,1
107,8,10,20,,True,False,0,False,20,1
107,8,4,21,,True,False,0,False,21,1
107,8,15,22,,True,False,0,False,22,1
107,8,7,23,,True,False,0,False,23,1
107,8,9,24,,True,False,0,False,24,1
107,8,3,25,,True,False,0,False,25,1
107,8,1,26,,True,False,0,False,26,1
107,8,6,27,,True,False,0,False,27,1
107,8,8,28,,True,False,0,False,28,1
107,8,14,29,,True,False,0,False,29,1
107,8,11,30,,True,False,0,False,30,1
107,8,2,31,,True,False,0,False,31,1
107,8,0,32,,True,False,0,False,32,1
107,9,0,1,1.0,True,True,0,False,1,1
107,9,1,2,,True,False,0,False,2,1
107,9,2,3,2.0,True,True,0,False,3,1
107,9,3,4,,True,False,0,False,4,1
107,9,4,5,,True,False,0,False,5,1
107,9,5,6,9.0,True,True,0,False,6,1
107,9,6,7,,True,False,0,False,7,1
107,9,7,8,10.0,True,True,0,False,8,1
107,9,8,9,3.0,True,True,0,False,9,1
107,9,9,10,,True,False,0,False,10,1
107,9,10,11,4.0,True,True,0,False,11,1
107,9,11,12,5.0,True,True,0,False,12,1
107,9,12,13,6.0,True,True,0,False,13,1
107,9,13,14,7.0,True,True,0,False,14,1
107,9,14,15,8.0,True,True,0,False,15,1
107,9,15,16,,True,False,0,False,16,1
107,9,12,17,,True,False,0,False,17,1
107,9,5,18,,True,False,0,False,18,1
107,9,13,19,,True,False,0,False,19,1
107,9,10,20,,True,False,0,False,20,1
107,9,4,21,,True,False,0,False,21,1
107,9,15,22,,True,False,0,False,22,1
107,9,7,23,,True,False,0,False,23,1
107,9,9,24,,True,False,0,False,24,1
107,9,3,25,,True,False,0,False,25,1
107,9,1,26,,True,False,0,False,26,1
107,9,6,27,,True,False,0,False,27,1
107,9,8,28,,True,False,0,False,28,1
107,9,14,29,,True,False,0,False,29,1
107,9,11,30,,True,False,0,False,30,1
107,9,2,31,,True,False,0,False,31,1
107,9,0,32,,True,False,0,False,32,1
108,0,0,1,3.0,True,True,0,False,1,1
108,0,1,2,8.0,True,True,0,False,2,1
108,0,2,3,,True,False,0,False,3,1
108,0,3,4,,True,False,0,False,4,1
108,0,4,5,5.0,True,True,0,False,5,1
108,0,5,6,,True,False,0,False,6,1
108,0,6,7,,True,False,0,False,7,1
108,0,7,8,7.0,True,True,0,False,8,1
108,0,8,9,,True,False,0,False,9,1
108,0,9,10,1.0,True,True,0,False,10,1
108,0,10,11,4.0,True,True,0,False,11,1
108,0,11,12,,True,False,0,False,12,1
108,0,12,13,2.0,True,True,0,False,13,1
108,0,13,14,,True,False,0,False,14,1
108,0,14,15,6.0,True,True,0,False,15,1
108,0,15,16,9.0,True,True,0,False,16,1
108,0,5,17,,True,False,0,False,17,1
108,0,4,18,,True,False,0,False,18,1
108,0,13,19,,True,False,0,False,19,1
108,0,1,20,,True,False,0,False,20,1
108,0,10,21,,True,False,0,False,21,1
108,0,6,22,,True,False,0,False,22,1
108,0,3,23,,True,False,0,False,23,1
108,0,7,24,,True,False,0,False,24,1
108,0,14,25,,True,False,0,False,25,1
108,0,15,26,,True,False,0,False,26,1
108,0,0,27,,True,False,0,False,27,1
108,0,11,28,,True,False,0,False,28,1
108,0,8,29,,True,False,0,False,29,1
108,0,2,30,,True,False,0,False,30,1
108,0,12,31,,True,False,0,False,31,1
108,0,9,32,,True,False,0,False,32,1
108,1,0,1,1.0,True,True,0,False,1,1
108,1,1,2,2.0,True,True,0,False,2,1
108,1,2,3,5.0,True,True,0,False,3,1
108,1,3,4,,True,False,0,False,4,1
108,1,4,5,,True,False,0,False,5,1
108,1,5,6,,True,False,0,False,6,1
108,1,6,7,,True,False,0,False,7,1
108,1,7,8,,True,False,0,False,8,1
108,1,8,9,,True,False,0,False,9,1
108,1,9,10,3.0,True,True,0,False,10,1
108,1,10,11,7.0,True,True,0,False,11,1
108,1,11,12,6.0,True,True,0,False,12,1
108,1,12,13,4.0,True,True,0,False,13,1
108,1,13,14,,True,False,0,False,14,1
108,1,14,15,,True,False,0,False,15,1
108,1,15,16,,True,False,0,False,16,1
108,1,5,17,,True,False,0,False,17,1
108,1,4,18,,True,False,0,False,18,1
108,1,13,19,,True,False,0,False,19,1
108,1,1,20,,True,False,0,False,20,1
