subject,trial_count,likelihood,model,0_encoding_drift_rate,0_start_drift_rate,0_recall_drift_rate,1_recall_drift_rate,0_shared_support,0_item_support,1_item_support,0_learning_rate,0_primacy_scale,0_primacy_decay,0_stop_probability_scale,1_stop_probability_scale,0_stop_probability_growth,1_stop_probability_growth,0_choice_sensitivity,1_choice_sensitivity,0_delay_drift_rate,0_semantic_scale,1_encoding_drift_rate,1_start_drift_rate,1_shared_support,1_learning_rate,1_primacy_scale,1_primacy_decay,1_delay_drift_rate,1_semantic_scale
66,8,240.30905127263412,free_4_stop_probability_scale_Semantic_CMR,0.4853001852242603,0.040946979085985824,0.12638572721864189,0.5222434349496546,0.05126131991813704,0.8993457527763322,0.034374559171811314,0.7397762133268686,7.562399730914024,84.0992790604119,0.008387422137195122,0.06023746975243677,0.4260974704383056,0.09227992856921041,2.0753201183951706,2.2629876253099646,0.002397507437502444,1.1932083536193034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,8,253.329470366712,free_4_stop_probability_scale_Semantic_CMR,0.41277239165534685,0.10065029889756649,0.31719604166938864,0.979449637769244,0.016054673283205756,0.9485013936891137,0.4965510441407007,0.40163233758777145,2.656610735914022,59.59711052137923,0.025308316500969874,0.00037130865396772794,0.28240904791981336,0.5866178566719285,4.492684518699416,1.4160161285575663,0.37166377601578254,0.6392799265658091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,8,190.3285821394332,free_4_stop_probability_scale_Semantic_CMR,0.9139261423991376,0.3003306402102476,0.47225561439812924,0.9843047618903312,0.28118168382561903,0.8547120224438833,0.1521257884147556,0.8930752394493615,3.754023351173977,50.59569022153102,0.07596549577627537,0.0151182726122715,0.22248133904540968,0.30430305442476513,2.1354223598336155,3.601874706779763,0.522177666086526,0.05970678406743701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,8,191.4329125858181,free_4_stop_probability_scale_Semantic_CMR,0.5502211441391829,0.11816108994585539,0.1343338159101926,0.391535764114103,0.02077986206789051,0.5471033485198713,0.4766194866538339,0.46909971612034773,0.4045379192722933,82.7266312328899,0.013283980106311322,0.025349632573061942,0.5680528809908632,0.3483586427937997,2.521581439919477,1.6395663915235206,0.3761909003553558,0.9861233472968207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,8,353.7239936230968,free_4_stop_probability_scale_Semantic_CMR,0.5407140117459892,0.18439915420350078,0.783245212511758,0.9478632942428291,0.14993188123920959,0.4282567591429518,0.6878404504626282,0.6422106358044049,1.7856855182719968,80.44991947742473,0.06316128660217113,0.03619675479064688,0.07107211243097211,0.10278076816713089,3.2834031601862153,4.101547077368664,0.13598290119207496,1.2073789924173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,8,249.7045714888058,free_4_stop_probability_scale_Semantic_CMR,0.995423166912006,0.43231584914829446,0.11822342623448495,0.7578970142542606,0.3302442215708119,0.8584102405665479,0.17425142026717588,0.1370122797696362,1.0362872430629722,36.31359282476494,0.005463004409042127,0.022176486506726545,0.33324312159402236,0.1483339059268598,3.3532891803846114,3.685985594108827,0.339344392274614,2.08278338303196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,8,281.80144055749133,free_4_stop_probability_scale_Semantic_CMR,0.5572203307279798,0.0050403255226273425,0.5355351464906309,0.686340303509693,0.6871948642007999,0.9217359616602767,0.09809838527499909,0.9522509644461237,16.22964537122872,53.068306000705654,0.024289213186376224,0.01616543291129191,0.17392306039759475,0.2143405425532272,4.231166699590583,6.597716363549992,0.04707591622645979,4.726055657647903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,8,208.2097892852753,free_4_stop_probability_scale_Semantic_CMR,0.7550069859890731,0.4073128500038556,0.6800613773909895,0.9814287409447937,0.8426009284813918,0.5444055841757577,0.6363995825055699,0.5053454922496181,3.1109338783723928,47.300318486996474,0.08387906778952003,0.009244739413504455,0.06632245763863054,0.29304973318858174,4.850492821679141,3.9797980138458056,0.06559081158510133,1.0784566442603087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,8,210.7193711660644,free_4_stop_probability_scale_Semantic_CMR,0.3995842256305975,0.33036155444856086,0.12314909581245542,0.9135940441684571,0.18341304847783774,0.7253779562362698,0.7008541599773634,0.8892767912219779,0.020866854237475252,64.23027469317523,0.0011485764511965368,0.012145626919556118,0.6998908781360624,0.32529514623140354,7.90851109665336,0.11863283277153869,0.4982879843236732,0.3808235689541508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,8,249.36948627603743,free_4_stop_probability_scale_Semantic_CMR,0.9889781696258214,0.1621159076898216,0.9473437572351187,0.31792624787517365,0.11303332133334093,0.9783525894022101,0.2213007199861488,0.15756417783359183,4.886457533522645,84.85479746016634,0.018024692346533644,0.007112454617172692,0.14874542193342144,0.419474407005028,1.8802523077930138,0.5671914847426871,0.0994092953687819,4.509375906267778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,8,271.0090016040346,free_4_stop_probability_scale_Semantic_CMR,0.48247240395021473,0.7786590250538377,0.3637445340307724,0.5019935064375737,0.3450101396572947,0.690630823331579,0.26263085494520805,0.661260800810184,0.23822877615323534,33.35618231810871,0.051417357126965046,0.018410199998513455,0.1074681634476935,0.12559967421852836,9.513583224769999,8.72416164969385,0.19342389912859376,0.5295243277610746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,8,333.25340437949166,free_4_stop_probability_scale_Semantic_CMR,0.8118050343603633,0.7573789504970564,0.0809257088047331,0.9892956993158759,0.38712103000651865,0.03200415987738792,0.04703011280490654,0.89452874923976,0.013848576100961907,39.921850761557074,0.004445352454238161,0.006566768454930538,0.24657137804797635,0.15768946934629913,8.626346675458404,6.716489757824899,0.3001535096557396,0.43626334662984956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,8,323.8405916529531,free_4_stop_probability_scale_Semantic_CMR,0.7589017645925775,0.26123600584395423,0.7222646539733083,0.9210208431992533,0.5110972181853585,0.7054890545277201,0.5540371122354895,0.45214396530385353,0.979386627618743,0.41962113817367774,0.010963097522244388,0.04784195419244266,0.2755663699831307,0.10456558650597514,3.3644214461849393,4.826539232201537,0.04528687698861042,0.2153895780074379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,8,250.0621611768092,free_4_stop_probability_scale_Semantic_CMR,0.30427821676950995,0.1837108409986613,0.01983656723883831,0.9439728977530685,0.025446356620482447,0.0563119501989503,0.18969853018143512,0.18960764118967322,0.2156373448563258,7.124730572172368,0.01600703749897109,0.028633166544051902,0.21016267483737128,0.17236600376555522,3.6080928873688034,2.094810204137917,0.11655213848835894,0.5875024834382394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,8,346.4321176109476,free_4_stop_probability_scale_Semantic_CMR,0.8305805445846315,0.09597408122284284,0.6475063045817129,0.24675981335232477,0.6716805896299974,0.6894579545484422,0.8499487236141179,0.6774072412491454,20.356543484567563,92.74618898023553,0.0004894878849613371,0.022789833487804,0.4363304548434579,0.1420152989122121,2.8711242862941826,4.28736224309666,0.4565485461280867,3.0943511368160967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,8,279.2341822118327,free_4_stop_probability_scale_Semantic_CMR,0.7823687393292665,0.9166926167066498,0.6935011029781224,0.46550314235674045,0.39156528763423704,0.881523167555178,0.8510357657473455,0.5920513018201082,0.4495319488591605,92.69517486456903,0.01900815407681905,0.005737717998336667,0.2467646381597124,0.34935276290838146,3.706249098004324,2.9370359283893057,0.07042636219792947,1.068800151716966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,8,292.7065454422266,free_4_stop_probability_scale_Semantic_CMR,0.6653723336195331,0.8023275479244234,0.4822018497579591,0.6075388614362396,0.31148538290285854,0.9663774887961125,0.10539649595622641,0.7016937425448059,0.046957234763098654,1.2572431552845629,0.016167989557135276,0.0022467004700235105,0.16781735931326125,0.3077693165030757,4.877449784311619,8.600706983021546,0.09790473331330468,0.47034366093340374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,8,245.47875963776428,free_4_stop_probability_scale_Semantic_CMR,0.638714693954508,0.33471526568145543,0.16210604637522352,0.9450800705817228,0.2720412285848724,0.735448435928104,0.14294519385768614,0.9374809835824146,0.1906315243642209,86.54540753816772,0.019553602481877028,0.012096007498317267,0.25052147561228966,0.23178064563130713,6.219379262173054,3.8362918990029877,0.08718015874401823,0.5433821695845433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,8,195.95023038273,free_4_stop_probability_scale_Semantic_CMR,0.4117132289702667,0.1600172937232926,0.7765540941111856,0.35071555773013147,0.0034826354820103322,0.64394835978584,0.7627025474735024,0.6348967810956223,2.4669167978997493,43.87335253143626,0.027960410603393104,0.024613439023587258,0.2786561704713577,0.25813864130909536,3.0519132673415235,3.372289438995537,0.4094409619961225,0.15581919250629905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,8,249.12144464199525,free_4_stop_probability_scale_Semantic_CMR,0.2339508764881414,0.18365856778464995,0.31751974421351303,0.353699140138711,0.276494538146286,0.24242969034471695,0.06084313967465216,0.18155226847424005,1.0002673212534319,86.49922483699237,0.03981589289877363,0.018858994271023832,0.13487109570096045,0.28297604091201123,9.1220505067953,8.308634453428896,0.6281650156352363,0.7455065037369399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,8,305.24635198792515,free_4_stop_probability_scale_Semantic_CMR,0.09792300615596172,0.3651923010593805,0.7362734807791731,0.7696414990303008,0.7100601777346669,0.9821042698528931,0.4021135616744856,0.8824236554706539,9.240736831892796,1.187225478380924,0.007967521391588739,0.024233710676026254,0.3029827232337814,0.12017099995173552,1.918991974952288,1.9573569313041346,0.06967768043146183,9.934773517754738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,8,356.2372566147697,free_4_stop_probability_scale_Semantic_CMR,0.8089232191933774,0.2862309768237441,0.9640756459115629,0.5641978683401534,0.35872929314443075,0.43421398579111015,0.20172473664562274,0.7448117729361453,0.8917029694615906,25.99797867479715,0.07503780959625228,0.008089011566768056,0.014518025079988561,0.17388752095849647,2.810838484636944,7.708198613198358,0.6868466909296637,0.31812170694045694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,8,329.45613193749045,free_4_stop_probability_scale_Semantic_CMR,0.5760353593088317,0.3593120457342774,0.5889155169878705,0.9550044790396945,0.3155291594752859,0.7210366669032736,0.7911804417482953,0.9541007617611963,5.48450340726523,35.80824139620363,0.014638595975156321,0.013559430468852218,0.17910284964656054,0.17823429042713101,3.4022053271135375,4.274839008076371,0.6679030432359856,1.2297779109494322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,8,249.0086863890374,free_4_stop_probability_scale_Semantic_CMR,0.96490847448191,0.40078218185721126,0.3597167190548101,0.8225639467509138,0.04679301894593124,0.5868112963619807,0.5582822061035949,0.2756529728099721,0.12437696811896615,35.90202061510418,0.013043466668915371,0.06681401881971732,0.26979230658375464,0.07751130192272271,1.7785891223408612,1.5704819378654578,0.2748485905758561,1.6305961639196997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,8,197.13980280344384,free_4_stop_probability_scale_Semantic_CMR,0.8638191027297483,0.19486696242395732,0.8648853175518368,0.2967114911400446,0.3291710258399069,0.4125375671965588,0.5032498439525163,0.7543145081455154,0.37930425596736694,40.02666712808902,0.014094969054473081,0.0005610850116909661,0.34830408173422484,0.8322818830346997,2.7766821690217833,6.429746567956178,0.0947553541261915,0.23304261775843904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,8,254.35982788959964,free_4_stop_probability_scale_Semantic_CMR,0.5510230181974749,0.027568982539315168,0.28810471548860683,0.7102803826303205,0.28914244828380387,0.2552831805078828,0.9602406648228015,0.09473398416174222,27.76862366961507,1.7821686171726654,0.027523291744128653,0.005004045379951472,0.2748361599657354,0.2800361788558421,4.020195253043399,2.2045646576214972,0.12258996471364547,0.2475711902040052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,8,150.0905975621937,free_4_stop_probability_scale_Semantic_CMR,0.7515959337690208,0.008267657913983262,0.9636662257937295,0.9885292910318497,0.890976779039371,0.2871844396180474,0.23153259146534466,0.7301594994323385,20.300948070557595,67.88171873331088,0.042962689965435896,0.013386682969785346,0.2703520065537459,0.5343747595176858,1.4180998190643148,3.0962475713831594,0.1529954199605768,1.0516745896163524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,8,307.99989642933775,free_4_stop_probability_scale_Semantic_CMR,0.8797979789982582,0.7175866262335902,0.18795925536456343,0.3657882221172419,0.7546637843490519,0.8425279714880309,0.33238897921529487,0.3249486026287266,0.9658886847230406,57.794298874535734,0.006677273403441486,0.014184333405185212,0.24629099709682478,0.19799968112306487,4.828495970639809,8.76001966870435,0.30288162148898723,0.7008916440677613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,8,264.20081435640657,free_4_stop_probability_scale_Semantic_CMR,0.23388286563457567,0.5332036076710525,0.6059897386617488,0.48748727675298587,0.8188351699665188,0.5762667664334536,0.4861686134523318,0.6269517703068668,1.4523892475286146,68.0930262286764,0.0334903167481585,0.002438533925566755,0.17902580646126687,0.38545023691749325,5.532254093552368,7.978886123712475,0.08509570568598734,2.544722465884594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
